season,game_id,period,team,teamCode,shooterName,shotType,xCordAdjusted,yCordAdjusted,shotDistance,shotAngleAdjusted,shotRebound,shotRush,shotOnEmptyNet,homeSkatersOnIce,awaySkatersOnIce,goal
2023,20761,3,AWAY,EDM,Player2,WRIST,67.8,0.5,21.2,1.4,0,0,0,5,4,0
2023,20727,2,AWAY,CAR,Player3,WRIST,69.6,5.9,20.3,17.0,0,0,0,4,5,0
2022,20253,1,AWAY,TOR,Player4,WRAP-AROUND,73.3,13.5,20.7,40.7,0,0,0,5,5,0
2023,20601,3,AWAY,TBL,Player5,TIP-IN,50.5,-26.5,46.8,34.5,0,0,0,5,3,0
2023,20543,1,HOME,NYR,Player6,SNAP,70.3,6.3,19.7,18.6,0,0,0,5,5,0
2023,20525,2,HOME,NYR,Player7,SNAP,78.8,-18.1,20.7,60.7,0,0,0,5,5,0
2022,20956,2,HOME,TBL,Player8,SLAP,78.9,7.3,12.5,35.9,0,1,0,5,5,0
2023,20438,2,HOME,COL,Player9,TIP-IN,84.0,8.2,9.7,58.5,0,0,0,5,5,1
2023,20754,3,AWAY,PIT,Player10,WRIST,80.0,18.1,20.2,63.6,0,0,0,5,6,1
2022,20964,3,HOME,NYR,Player11,SLAP,80.9,17.3,19.1,64.7,0,0,0,4,5,0
2022,20931,3,HOME,PIT,Player12,WRIST,87.3,-10.4,10.5,80.8,0,0,0,5,5,0
2023,20672,3,AWAY,PIT,Player13,WRAP-AROUND,81.6,-12.5,14.6,59.5,0,0,0,5,5,0
2022,20216,1,HOME,MTL,Player14,WRAP-AROUND,76.9,-17.9,21.6,56.1,0,1,0,5,5,0
2023,20781,1,HOME,NYR,Player15,SNAP,71.7,14.7,22.7,40.4,0,1,0,5,3,0
2023,20952,2,AWAY,COL,Player16,WRIST,79.7,-10.2,13.8,47.4,0,0,0,5,5,0
2023,21265,2,HOME,TBL,Player17,WRIST,87.3,-2.7,3.2,58.4,0,0,0,4,5,1
2022,20972,3,AWAY,TOR,Player18,WRIST,75.4,-19.7,24.0,55.4,0,0,0,6,5,0
2022,21090,2,AWAY,TBL,Player19,WRAP-AROUND,85.6,-15.6,16.0,77.9,0,0,0,5,5,0
2023,21012,3,AWAY,MTL,Player20,SNAP,83.8,8.8,10.2,59.5,0,1,0,5,5,0
2022,21242,1,AWAY,PIT,Player21,SLAP,80.5,11.7,14.5,54.0,0,0,0,5,5,0
2023,20232,1,AWAY,BOS,Player22,SNAP,87.3,-8.2,8.3,78.0,0,0,0,5,5,0
2023,21146,1,HOME,NYR,Player23,SNAP,65.5,4.3,23.8,10.4,0,0,0,5,5,0
2023,20729,2,AWAY,TOR,Player24,SLAP,80.2,13.1,15.8,56.2,0,0,0,5,5,0
2023,20867,2,AWAY,EDM,Player25,WRIST,84.9,3.2,5.2,38.1,0,0,0,5,6,0
2023,20733,3,HOME,NYR,Player26,DEFLECTED,73.6,-20.3,25.4,52.8,0,0,0,5,5,0
2023,20666,3,HOME,NYR,Player27,SLAP,63.7,-11.5,27.8,24.5,0,0,0,5,5,0
2023,20414,1,AWAY,TOR,Player28,WRIST,77.3,-13.8,18.1,49.6,0,0,0,5,5,0
2023,21150,2,HOME,TOR,Player29,WRIST,66.9,-18.3,28.6,39.6,0,0,0,5,5,0
2022,20906,1,AWAY,COL,Player30,TIP-IN,84.0,-3.6,6.1,35.4,0,0,0,5,5,1
2023,21140,2,AWAY,PIT,Player31,SNAP,50.6,-21.1,43.8,28.7,0,0,0,5,5,0
2023,20844,1,HOME,BOS,Player32,SLAP,75.0,-21.1,25.3,56.4,0,0,0,5,5,0
2023,21073,2,HOME,PIT,Player33,WRIST,72.6,35.1,38.7,65.0,0,0,0,5,5,0
2022,21183,2,AWAY,COL,Player34,SNAP,82.8,-1.1,6.3,9.8,1,0,0,5,5,0
2022,20130,1,AWAY,TBL,Player35,SLAP,86.7,13.4,13.6,80.3,0,0,0,4,5,0
2023,20702,2,AWAY,MTL,Player36,WRIST,81.3,14.8,16.7,62.5,0,0,0,5,5,0
2023,20514,2,AWAY,VGK,Player37,WRIST,33.0,-18.2,58.9,18.0,0,0,0,5,5,0
2022,20214,3,AWAY,EDM,Player38,WRIST,74.9,-14.4,20.2,45.6,0,1,0,5,5,0
2023,21251,2,AWAY,BOS,Player39,WRIST,81.2,-1.4,7.9,10.1,0,0,0,4,4,0
2022,20763,1,HOME,VGK,Player40,WRIST,60.9,-5.1,28.6,10.3,1,0,0,5,4,0
2023,20273,3,AWAY,VGK,Player41,WRIST,77.2,20.1,23.3,59.6,0,0,0,5,5,0
2022,20436,3,HOME,PIT,Player42,WRIST,84.2,11.2,12.2,67.0,0,1,0,5,5,0
2023,20822,1,AWAY,COL,Player43,SLAP,64.6,-24.2,34.3,44.7,0,0,0,4,5,0
2022,20499,3,HOME,TOR,Player44,WRIST,50.0,14.5,41.6,20.4,0,0,0,5,5,0
2022,20287,3,AWAY,PIT,Player45,SNAP,72.3,4.9,17.4,16.5,0,0,0,5,4,0
2023,20678,3,HOME,BOS,Player46,WRAP-AROUND,86.7,9.7,10.0,76.9,0,0,0,5,5,0
2023,21208,3,AWAY,BOS,Player47,WRIST,62.3,-16.5,31.4,31.8,0,0,0,5,5,0
2023,20324,1,HOME,PIT,Player48,SNAP,63.4,-6.9,26.5,15.0,0,0,0,5,5,0
2023,20519,1,HOME,TOR,Player49,WRAP-AROUND,77.1,11.8,16.7,44.9,0,0,0,5,5,0
2023,21207,2,AWAY,TOR,Player50,SLAP,86.7,11.0,11.3,78.3,0,0,0,5,5,0
2022,20937,2,HOME,TOR,Player51,SLAP,73.6,-7.4,17.1,25.6,0,0,0,5,5,0
2022,20907,2,AWAY,MTL,Player52,WRIST,65.4,-14.6,27.8,31.8,0,0,0,5,5,0
2022,20651,3,HOME,COL,Player53,TIP-IN,70.9,11.5,21.4,32.5,0,0,0,5,5,0
2022,20028,3,AWAY,COL,Player54,WRIST,88.0,1.7,2.0,58.5,0,0,0,5,5,0
2023,20014,3,AWAY,PIT,Player55,WRIST,76.3,-28.0,30.7,65.6,0,0,0,5,5,0
2022,20349,1,AWAY,COL,Player56,WRIST,66.1,52.8,57.6,66.5,0,1,0,5,3,0
2023,20655,2,HOME,VGK,Player57,WRIST,72.7,21.0,26.6,52.2,0,0,0,4,5,0
2022,20124,2,AWAY,NYR,Player58,SLAP,56.2,13.4,35.4,22.3,1,0,0,5,5,0
2022,20441,3,AWAY,NYR,Player59,WRIST,75.9,16.5,21.1,51.5,0,0,0,5,5,0
2022,20116,1,AWAY,NYR,Player60,WRIST,32.8,-32.9,65.1,30.3,1,0,0,5,5,0
2022,21244,3,HOME,TOR,Player61,WRIST,74.2,14.9,21.0,45.2,0,0,0,5,5,0
2023,20254,1,AWAY,MTL,Player62,WRIST,84.7,-47.9,48.1,84.9,0,1,0,5,5,0
2023,20146,2,AWAY,NYR,Player63,WRIST,60.3,-42.5,51.3,56.0,0,0,0,5,5,0
2022,21247,2,HOME,PIT,Player64,WRIST,78.0,15.6,19.0,54.9,0,0,0,5,5,0
2023,20698,2,AWAY,TOR,Player65,WRIST,56.6,-14.3,35.4,23.8,0,0,0,5,5,0
2023,20617,3,AWAY,TBL,Player66,WRIST,84.2,-3.9,6.2,39.6,0,0,0,5,4,0
2022,20129,2,HOME,COL,Player67,SNAP,66.4,14.8,27.0,33.2,0,0,0,5,5,0
2023,20893,3,HOME,PIT,Player68,WRIST,83.4,-2.4,6.1,22.8,0,0,0,5,5,0
2023,20643,2,HOME,PIT,Player69,SLAP,64.9,17.5,29.8,36.0,0,1,0,5,5,0
2022,20314,2,HOME,BOS,Player70,TIP-IN,75.3,7.0,15.4,27.1,0,0,0,5,5,0
2023,20172,3,HOME,NYR,Player71,SLAP,72.7,-8.4,18.3,27.2,0,0,0,5,5,0
2022,21030,3,AWAY,COL,Player72,WRIST,85.0,-10.1,10.8,68.4,0,0,0,5,5,0
2022,20600,3,HOME,TOR,Player73,BACKHAND,65.6,-8.4,24.8,19.8,0,1,0,5,5,0
2022,20710,2,AWAY,MTL,Player74,SLAP,59.9,-15.9,33.2,28.7,0,0,0,4,5,0
2022,20557,3,HOME,BOS,Player75,SNAP,81.1,7.2,10.7,42.2,0,0,0,4,5,0
2023,20368,1,AWAY,CAR,Player76,WRIST,72.9,-5.2,16.9,17.8,0,0,0,4,5,0
2023,20091,2,HOME,PIT,Player77,WRIST,69.8,16.0,25.0,39.8,0,0,0,5,3,0
2022,20204,2,HOME,TBL,Player78,DEFLECTED,75.5,1.9,13.6,8.2,0,0,0,5,5,0
2023,20129,1,AWAY,COL,Player79,WRIST,75.2,-42.6,44.8,72.0,1,0,0,6,5,0
2023,20848,3,AWAY,NYR,Player80,WRIST,35.4,-39.2,66.4,36.2,0,0,0,5,5,0
2023,20134,1,AWAY,VGK,Player81,BACKHAND,66.9,-11.9,25.1,28.3,0,1,0,4,5,0
2023,21268,3,HOME,TOR,Player82,WRIST,71.2,8.8,19.9,26.2,0,0,0,5,6,0
2023,20010,1,HOME,EDM,Player83,SLAP,73.5,-17.6,23.4,48.5,0,0,0,5,3,0
2022,20411,3,HOME,COL,Player84,WRIST,82.8,9.8,11.6,57.8,1,0,0,5,5,0
2023,20094,3,HOME,MTL,Player85,SNAP,83.4,3.6,6.7,33.1,0,0,0,6,5,0
2022,20187,2,AWAY,COL,Player86,TIP-IN,86.6,-12.1,12.3,78.8,0,0,0,5,5,0
2022,21152,3,AWAY,PIT,Player87,WRIST,73.6,-19.6,24.9,51.8,0,0,0,4,5,0
2022,20199,1,AWAY,BOS,Player88,TIP-IN,76.6,11.7,17.1,43.3,0,0,0,4,5,0
2023,20133,3,HOME,PIT,Player89,TIP-IN,85.8,-10.6,11.0,73.1,0,0,0,4,5,0
2022,20542,1,AWAY,VGK,Player90,TIP-IN,87.0,-9.6,9.8,78.2,0,0,0,5,5,0
2022,21062,2,HOME,VGK,Player91,WRIST,73.7,14.8,21.3,44.0,0,0,0,3,5,0
2022,21232,3,AWAY,NYR,Player92,SNAP,78.3,13.0,16.9,50.5,0,0,0,5,5,0
2023,20531,1,AWAY,NYR,Player93,DEFLECTED,71.0,28.5,33.7,57.7,0,0,0,5,5,0
2023,20798,3,AWAY,PIT,Player94,WRIST,85.2,8.9,9.7,66.6,0,0,0,4,5,0
2023,21057,1,HOME,PIT,Player95,DEFLECTED,55.4,72.6,80.0,65.1,0,0,0,5,4,0
2022,20362,2,AWAY,TOR,Player96,WRIST,71.0,-8.9,20.1,26.2,0,1,1,5,5,0
2023,21232,3,HOME,VGK,Player97,SNAP,33.6,39.9,68.3,35.8,0,1,0,5,5,0
2022,21094,1,HOME,TOR,Player98,WRIST,73.7,-6.8,16.7,23.8,0,0,0,5,5,0
2022,20393,3,HOME,TOR,Player99,WRIST,74.4,26.0,29.8,60.7,0,0,0,5,4,0
2023,21258,1,AWAY,TOR,Player100,WRIST,76.4,-8.2,15.0,33.0,0,0,0,5,5,0
2022,20938,2,AWAY,NYR,Player101,DEFLECTED,35.6,-22.1,57.8,22.5,0,0,0,5,4,0
2022,20983,3,AWAY,COL,Player102,TIP-IN,64.0,-22.1,33.4,41.6,0,0,0,5,5,0
2022,20318,1,HOME,VGK,Player103,WRIST,76.9,3.9,12.7,17.7,0,0,0,5,6,0
2023,20579,1,HOME,VGK,Player104,SLAP,70.2,2.1,18.9,6.3,0,0,0,4,5,0
2022,20977,1,AWAY,CAR,Player105,WRIST,63.7,-21.7,33.3,40.6,0,0,0,5,5,0
2023,20354,2,HOME,TOR,Player106,WRIST,84.4,-2.3,5.1,26.5,0,0,0,5,5,0
2023,20621,2,HOME,COL,Player107,TIP-IN,78.5,-6.7,12.5,32.6,0,0,0,5,5,0
2022,21111,3,AWAY,EDM,Player108,WRAP-AROUND,76.1,5.3,13.9,22.5,0,0,0,5,5,0
2022,21006,3,AWAY,NYR,Player109,WRIST,87.9,-2.1,2.4,61.1,0,0,0,5,5,1
2022,21173,2,HOME,PIT,Player110,TIP-IN,63.8,4.4,25.6,9.8,0,0,0,5,6,0
2023,21161,2,HOME,TBL,Player111,WRIST,58.5,58.3,65.8,62.4,0,0,0,5,5,0
2022,20343,1,HOME,BOS,Player112,WRIST,87.1,-4.1,4.5,64.7,0,0,0,4,5,0
2022,20326,1,HOME,COL,Player113,WRIST,83.3,6.0,8.3,46.5,0,0,0,4,6,0
2022,20605,2,HOME,TOR,Player114,WRIST,72.0,-15.3,22.9,41.9,0,0,0,5,5,0
2022,21044,2,HOME,VGK,Player115,WRIST,62.2,-4.2,27.1,8.9,0,0,0,5,6,0
2022,20400,2,AWAY,TBL,Player116,WRIST,70.5,-18.7,26.3,45.3,0,0,0,6,5,0
2022,21199,3,AWAY,TBL,Player117,SLAP,76.0,-11.5,17.4,41.3,0,0,0,4,5,0
2023,20425,3,HOME,PIT,Player118,WRIST,74.7,3.3,14.7,12.8,0,0,0,4,5,0
2022,20642,3,AWAY,MTL,Player119,SNAP,84.9,3.1,5.1,36.8,0,0,0,5,5,0
2022,21144,1,HOME,BOS,Player120,WRIST,56.1,52.3,61.8,57.8,0,0,0,4,5,0
2023,20926,1,AWAY,TBL,Player121,WRIST,43.1,12.5,47.5,15.2,1,0,0,5,5,0
2023,21008,1,HOME,COL,Player122,SNAP,75.9,0.7,13.2,3.0,0,0,0,4,5,0
2022,21173,3,HOME,VGK,Player123,BACKHAND,78.0,17.7,20.9,58.0,0,0,0,5,5,0
2022,21266,3,AWAY,NYR,Player124,WRIST,74.5,10.0,17.7,34.6,0,0,0,5,5,0
2023,20098,3,HOME,TOR,Player125,WRIST,76.7,-10.0,15.9,38.9,0,0,0,5,5,0
2022,20095,3,HOME,VGK,Player126,WRIST,81.4,-5.3,9.3,34.8,0,1,0,5,5,0
2023,20584,3,AWAY,COL,Player127,WRIST,17.9,25.4,75.6,19.7,0,0,0,4,5,0
2022,20873,1,HOME,CAR,Player128,WRIST,82.2,17.0,18.3,68.1,0,0,0,5,5,0
2022,20484,3,AWAY,TBL,Player129,SLAP,65.9,-24.8,33.9,47.0,0,0,0,5,4,0
2023,20205,2,HOME,TOR,Player130,WRIST,73.9,11.1,18.8,36.3,0,0,0,5,5,0
2023,20552,3,AWAY,CAR,Player131,WRIST,79.6,24.1,25.9,68.7,0,0,0,5,5,0
2022,20789,2,HOME,BOS,Player132,WRIST,36.5,10.2,53.5,11.0,0,0,0,5,5,0
2023,21189,1,HOME,VGK,Player133,WRIST,67.3,7.4,22.9,18.7,0,0,0,5,5,0
2022,20541,1,HOME,CAR,Player134,WRIST,61.7,44.1,51.8,58.3,0,0,0,5,5,0
2022,21081,1,HOME,VGK,Player135,SNAP,81.5,10.9,13.2,55.4,0,0,0,5,5,0
2023,20368,2,HOME,VGK,Player136,WRIST,59.9,15.5,33.0,28.0,0,0,0,5,5,0
2022,20472,1,AWAY,COL,Player137,WRIST,60.5,-40.3,49.4,54.7,0,0,0,5,5,0
2022,20016,1,HOME,TBL,Player138,SLAP,58.2,15.9,34.7,27.3,0,1,0,5,5,0
2022,21039,2,AWAY,VGK,Player139,SLAP,82.4,11.5,13.3,60.1,0,0,0,5,5,0
2023,20048,1,AWAY,VGK,Player140,SNAP,75.8,10.2,16.7,37.7,0,1,0,6,4,0
2023,20008,2,HOME,PIT,Player141,WRIST,84.0,-12.5,13.4,68.4,0,0,0,5,4,0
2023,21211,1,HOME,TOR,Player142,TIP-IN,66.7,14.5,26.6,32.9,0,1,0,5,5,0
2023,20966,3,AWAY,TBL,Player143,SNAP,81.8,17.4,18.9,67.6,0,0,0,5,5,0
2023,21078,1,AWAY,EDM,Player144,TIP-IN,81.7,-9.9,12.3,53.5,0,0,0,5,5,0
2022,21081,1,AWAY,EDM,Player145,WRIST,81.8,-3.9,8.2,28.6,0,0,0,5,5,0
2023,21272,1,AWAY,TBL,Player146,BACKHAND,79.4,9.5,13.5,44.9,0,1,0,5,5,1
2023,20630,3,AWAY,VGK,Player147,WRAP-AROUND,75.0,15.5,20.9,47.8,0,1,0,5,5,1
2022,20549,3,AWAY,TOR,Player148,WRIST,62.7,21.0,33.6,38.6,0,0,0,5,5,0
2023,20251,2,AWAY,TBL,Player149,WRIST,70.7,20.4,27.4,48.1,0,0,0,5,5,0
2023,20915,1,AWAY,TBL,Player150,BACKHAND,61.3,-16.8,32.4,31.2,0,1,0,5,5,0
2023,20190,3,AWAY,CAR,Player151,DEFLECTED,48.5,-20.6,45.4,27.0,0,1,0,5,5,0
2023,20749,1,AWAY,CAR,Player152,WRIST,79.5,26.3,28.0,70.2,0,0,0,6,5,0
2023,20152,2,AWAY,MTL,Player153,DEFLECTED,83.5,-3.5,6.5,32.5,0,0,1,3,6,0
2023,20683,1,AWAY,TOR,Player154,BACKHAND,82.1,16.7,18.1,67.6,0,0,0,5,5,0
2023,20885,3,AWAY,CAR,Player155,DEFLECTED,81.8,0.8,7.2,6.0,0,0,0,5,5,0
2023,20784,3,HOME,TBL,Player156,SLAP,67.1,-7.8,23.2,19.6,0,0,0,5,5,0
2022,21124,3,HOME,BOS,Player157,WRIST,84.6,2.3,5.0,27.0,0,1,0,5,5,0
2022,20383,1,AWAY,NYR,Player158,WRIST,77.5,16.8,20.4,55.5,0,0,0,5,5,0
2023,21163,2,AWAY,EDM,Player159,BACKHAND,72.6,-16.2,23.1,44.7,0,0,0,5,5,0
2022,20915,3,HOME,VGK,Player160,TIP-IN,58.4,-4.0,30.8,7.5,0,0,0,5,5,0
2022,20761,2,AWAY,BOS,Player161,SNAP,80.9,19.5,21.1,67.6,0,0,0,5,4,0
2023,20049,1,AWAY,VGK,Player162,WRAP-AROUND,60.0,74.6,80.0,68.8,0,0,0,5,5,0
2022,20922,1,HOME,BOS,Player163,TIP-IN,74.5,5.5,15.5,20.9,0,0,0,5,5,0
2023,20979,3,HOME,COL,Player164,WRIST,82.6,34.8,35.4,79.6,0,1,0,5,5,0
2022,20388,1,HOME,CAR,Player165,TIP-IN,74.3,4.2,15.3,15.9,0,0,0,4,5,0
2023,20893,2,HOME,PIT,Player166,SLAP,81.4,6.8,10.2,42.0,0,0,0,5,5,1
2022,20435,3,HOME,PIT,Player167,WRIST,79.0,-11.7,15.4,49.7,0,0,0,5,5,0
2022,20955,2,AWAY,EDM,Player168,WRIST,84.6,5.0,6.6,48.7,0,0,0,5,5,0
2023,20515,1,HOME,TBL,Player169,DEFLECTED,70.6,15.3,23.9,39.7,0,0,0,5,5,0
2022,20859,2,HOME,CAR,Player170,TIP-IN,84.8,1.9,4.6,24.3,0,1,0,5,5,1
2023,21077,1,AWAY,EDM,Player171,WRIST,75.6,-33.1,35.7,67.9,0,1,0,5,5,0
2023,20972,2,AWAY,EDM,Player172,TIP-IN,78.1,-17.4,20.5,57.9,0,0,0,5,5,0
2023,20717,2,AWAY,TOR,Player173,SNAP,77.9,-30.4,32.3,69.9,0,0,0,5,5,0
2022,20007,2,HOME,TOR,Player174,WRIST,81.9,-4.9,8.6,34.9,0,0,0,5,5,0
2023,20678,1,AWAY,NYR,Player175,WRIST,63.9,44.1,50.7,60.4,0,0,0,5,4,0
2022,20309,1,AWAY,COL,Player176,BACKHAND,46.7,10.5,43.6,13.9,0,0,0,5,5,0
2022,21096,2,HOME,VGK,Player177,SLAP,68.5,-32.7,38.6,57.9,1,0,0,5,5,0
2023,21067,1,HOME,NYR,Player178,WRIST,76.2,-14.6,19.4,48.6,1,0,0,5,4,0
2023,20995,3,AWAY,BOS,Player179,BACKHAND,56.2,-12.2,35.0,20.4,0,0,0,5,4,0
2022,20665,1,HOME,PIT,Player180,WRIST,80.0,-18.4,20.4,64.0,0,0,0,5,5,0
2022,21185,2,HOME,TOR,Player181,WRIST,70.7,40.9,44.8,65.9,0,0,0,5,5,0
2022,20234,2,AWAY,PIT,Player182,WRIST,88.1,-4.7,4.8,79.0,0,0,0,4,5,1
2022,21146,2,HOME,EDM,Player183,DEFLECTED,77.6,-18.7,21.9,58.7,0,0,0,4,5,0
2022,20146,1,AWAY,CAR,Player184,SLAP,52.8,-30.6,47.4,40.2,0,0,0,5,5,0
2023,21145,2,HOME,MTL,Player185,WRIST,53.8,7.4,36.0,11.8,1,0,0,5,5,0
2023,20751,2,AWAY,TBL,Player186,SLAP,62.8,-26.3,37.1,45.1,0,0,0,5,5,0
2023,21194,2,AWAY,BOS,Player187,SNAP,60.4,-20.5,35.2,35.6,0,0,0,5,5,0
2023,20072,2,AWAY,PIT,Player188,TIP-IN,82.1,-23.0,24.0,73.3,0,0,0,4,5,0
2022,20406,2,HOME,BOS,Player189,WRIST,85.1,9.9,10.7,68.5,0,0,0,5,5,0
2022,20133,1,AWAY,BOS,Player190,WRIST,80.1,-27.8,29.2,72.3,0,0,0,5,5,0
2022,20291,1,AWAY,BOS,Player191,WRIST,75.2,-7.7,15.8,29.2,0,0,0,5,5,0
2023,21190,3,HOME,VGK,Player192,WRIST,73.0,-7.9,17.8,26.2,0,0,0,4,6,0
2022,20042,1,AWAY,EDM,Player193,WRIST,70.8,-7.6,19.8,22.7,0,1,0,5,5,0
2023,20147,3,HOME,TOR,Player194,WRIST,81.7,-20.1,21.4,70.0,0,0,0,5,5,0
2023,20388,1,AWAY,PIT,Player195,WRIST,86.4,-10.0,10.3,75.7,0,0,0,5,4,0
2023,21109,2,AWAY,VGK,Player196,BACKHAND,62.6,-19.7,33.0,36.8,0,0,0,5,5,0
2023,20547,3,AWAY,EDM,Player197,WRIST,74.6,-19.8,24.5,54.0,0,0,0,4,5,0
2022,21248,3,HOME,PIT,Player198,WRIST,48.0,13.1,43.0,17.7,0,0,0,5,5,0
2022,20452,3,AWAY,BOS,Player199,WRIST,71.3,64.8,67.1,74.7,0,0,0,4,5,0
2023,20498,2,HOME,VGK,Player200,WRIST,74.0,-31.1,34.5,64.2,0,0,0,5,5,0
2022,20151,2,HOME,NYR,Player201,WRIST,68.1,10.2,23.2,26.0,0,0,0,4,5,0
2023,21189,1,AWAY,BOS,Player202,DEFLECTED,86.0,6.8,7.5,65.9,0,0,0,5,5,0
2022,20669,3,HOME,NYR,Player203,TIP-IN,68.4,-3.7,21.0,10.3,0,0,0,5,5,0
2023,20726,1,AWAY,NYR,Player204,SNAP,72.3,17.9,24.5,47.0,0,0,0,5,5,0
2022,20309,2,HOME,MTL,Player205,WRIST,69.1,-16.8,26.0,40.1,0,0,0,5,5,1
2022,20265,3,AWAY,CAR,Player206,WRIST,74.6,-16.9,22.2,49.5,0,0,0,5,5,0
2022,20662,3,AWAY,EDM,Player207,WRAP-AROUND,83.3,-13.7,14.9,67.4,0,0,0,5,5,0
2022,20579,1,HOME,CAR,Player208,DEFLECTED,68.2,-31.6,37.8,56.7,0,0,0,5,5,0
2022,20501,3,AWAY,PIT,Player209,WRIST,66.8,8.9,23.9,21.8,0,0,0,5,5,0
2023,20427,3,HOME,NYR,Player210,SNAP,50.2,-12.6,40.8,18.0,0,0,0,5,5,0
2023,20280,1,AWAY,COL,Player211,WRIST,78.1,6.8,12.8,31.9,0,0,0,5,5,0
2022,21218,1,HOME,PIT,Player212,WRIST,70.0,-18.5,26.5,44.1,0,0,0,5,5,0
2023,20292,1,HOME,BOS,Player213,WRIST,57.6,31.2,44.3,44.8,0,0,0,5,4,0
2022,20193,1,HOME,TOR,Player214,WRIST,57.9,-31.7,44.4,45.6,0,0,0,5,5,0
2022,20586,2,AWAY,TOR,Player215,SNAP,86.7,-8.9,9.2,75.2,0,1,0,5,5,0
2023,20309,1,AWAY,VGK,Player216,BACKHAND,72.0,-11.1,20.3,33.1,0,0,0,5,5,0
2023,20857,2,HOME,VGK,Player217,WRIST,74.9,-9.2,16.8,33.1,0,1,0,5,5,0
2022,20145,1,AWAY,NYR,Player218,WRIST,59.0,-32.7,44.4,47.5,0,0,0,5,5,0
2023,20245,1,HOME,EDM,Player219,SNAP,73.3,-23.4,28.2,56.2,1,0,0,5,6,0
2023,20134,2,HOME,NYR,Player220,WRIST,81.6,-11.3,13.5,56.5,0,0,0,5,5,0
2022,20545,2,AWAY,EDM,Player221,WRIST,79.1,-18.8,21.2,62.2,1,0,0,5,5,0
2022,21242,2,HOME,CAR,Player222,WRAP-AROUND,75.2,6.4,15.2,24.8,0,1,0,5,5,0
2023,20646,3,HOME,VGK,Player223,WRIST,67.2,-3.7,22.1,9.7,1,1,0,5,5,0
2022,21064,2,HOME,TBL,Player224,WRIST,88.5,-16.0,16.0,88.3,0,0,0,5,5,0
2022,20418,3,AWAY,CAR,Player225,SNAP,68.0,13.5,25.0,32.9,0,0,0,4,5,0
2022,20313,1,HOME,PIT,Player226,TIP-IN,49.0,19.7,44.6,26.1,0,1,0,5,5,0
2023,21015,2,HOME,CAR,Player227,WRIST,49.4,-64.0,75.2,58.2,0,0,0,5,5,0
2023,21218,3,HOME,VGK,Player228,DEFLECTED,57.0,16.2,35.9,26.8,0,0,0,6,5,0
2022,20618,2,HOME,EDM,Player229,WRIST,37.6,-34.7,62.1,34.0,1,0,0,4,5,0
2023,20973,1,HOME,MTL,Player230,SLAP,64.9,22.6,33.0,43.1,0,0,0,4,5,0
2023,20316,3,AWAY,MTL,Player231,WRIST,79.3,-33.0,34.4,73.6,0,0,0,5,5,0
2023,20351,3,AWAY,BOS,Player232,WRIST,75.2,25.6,29.1,61.7,0,0,0,5,3,0
2022,20599,1,HOME,VGK,Player233,BACKHAND,81.0,18.9,20.5,66.9,0,0,0,5,5,0
2022,20090,2,HOME,NYR,Player234,WRIST,87.6,-2.1,2.5,56.5,0,0,0,5,5,0
2022,20627,2,HOME,NYR,Player235,WRIST,80.0,-3.8,9.7,22.8,0,0,1,5,5,0
2023,20688,2,HOME,BOS,Player236,BACKHAND,78.0,14.8,18.5,53.3,0,0,0,5,5,0
2023,20890,3,HOME,EDM,Player237,WRIST,61.8,-4.8,27.6,10.0,0,0,0,5,5,0
2022,21018,3,AWAY,MTL,Player238,WRIST,81.1,-7.4,10.8,42.9,0,0,0,5,5,0
2023,20536,3,HOME,TBL,Player239,WRIST,69.8,-9.2,21.3,25.5,0,0,0,5,5,0
2022,20791,1,HOME,NYR,Player240,BACKHAND,69.5,0.6,19.5,1.8,0,0,0,4,5,0
2023,21103,3,AWAY,NYR,Player241,WRIST,74.2,12.9,19.6,40.9,0,0,0,5,4,0
2023,20944,2,AWAY,VGK,Player242,TIP-IN,69.4,9.8,21.9,26.6,0,0,0,5,5,0
2023,20009,1,AWAY,BOS,Player243,SNAP,65.6,-20.7,31.3,41.4,0,0,0,5,5,0
2022,20392,3,AWAY,CAR,Player244,SNAP,79.1,13.8,17.0,54.3,0,1,0,5,5,1
2023,20504,3,AWAY,NYR,Player245,WRIST,79.0,16.6,19.4,58.9,0,1,0,5,5,0
2022,20026,1,HOME,MTL,Player246,WRIST,78.7,-3.7,10.9,20.0,0,0,0,3,5,1
2023,21184,2,HOME,BOS,Player247,WRIST,82.5,-15.0,16.3,66.6,0,0,0,5,5,0
2022,20876,1,HOME,CAR,Player248,WRIST,84.0,10.5,11.6,64.5,0,0,0,5,5,0
2022,20139,2,HOME,EDM,Player249,BACKHAND,79.9,-26.4,28.0,71.1,1,0,0,6,5,0
2022,21211,1,AWAY,MTL,Player0,WRIST,45.4,-51.0,67.1,49.5,0,0,0,5,5,0
2023,20469,3,AWAY,EDM,Player1,WRIST,32.8,-20.3,59.8,19.9,0,1,0,5,5,0
2022,21193,2,HOME,TOR,Player2,TIP-IN,84.9,-12.7,13.3,72.1,0,0,0,6,5,0
2023,21013,2,HOME,VGK,Player3,WRIST,67.8,-19.4,28.7,42.6,0,0,0,5,5,0
2022,20596,1,AWAY,VGK,Player4,SNAP,67.3,-5.4,22.4,14.0,0,1,0,4,5,0
2022,21062,2,AWAY,COL,Player5,WRIST,84.9,-1.7,4.5,22.7,0,1,0,5,5,0
